No.;Time;Comment;Scramble;Date;P.1
9784;7.76;;R B F2 L2 D' B2 D L2 U F2 D2 R2 U' R2 F' U R F' R' D R2;2026-02-04 13:06:31;7.76
9785;10.96;;F2 D2 R U2 R U2 B2 F2 L B2 R U' L' D2 L2 D F' U2 B2 R';2026-02-04 13:06:57;10.96
9786;8.34;;L U D2 R B' D2 L2 D F D2 B2 R2 U' L2 U2 B2 R2 B2 U' D';2026-02-04 13:07:40;8.34
9787;9.93;;F' D' L2 U' L2 R2 D U2 B2 R2 U' F' L2 B' R D U B2 U R2;2026-02-04 13:08:03;9.93
9788;7.75;;L R2 U' F2 D' F2 U' F2 R2 B2 F2 U' R B' R' U' F U' B';2026-02-04 13:08:21;7.75
9789;8.39;;R' B U2 B2 R U B' R2 L' U R2 F' L2 F' R2 D2 F' R2 U2 F B;2026-02-04 13:08:40;8.39
9790;9.81;;F2 L' D' F2 R2 U' F2 U B2 D2 L2 B2 F2 L' B F2 U2 L D' L2 U';2026-02-04 13:09:06;9.81
9791;8.33;;B' R' B2 D2 B' F' L2 D2 B' D2 U2 R2 D' L2 F R U B F' R';2026-02-04 13:09:28;8.33
9792;9.50;;F B2 R' B U' D R F2 U2 R2 L2 B' D2 R2 F R2 F2 U2 F U' L;2026-02-04 13:09:47;9.5
9793;9.04;;L' F2 L2 F D2 U2 L2 D2 B' L2 B' L U2 B' R D R' B R U';2026-02-04 13:10:29;9.04
9794;7.55;;B' L D' L' B' D L U R F2 R2 F2 B2 R2 D' B2 D' F2 L2 D' F2;2026-02-04 13:10:56;7.55
9795;8.02;;D B' L' F' R' D' R' L2 U2 B2 R2 U L2 D L2 U B2 U B' L';2026-02-04 13:11:17;8.02
9796;11.71;;D2 B' D2 B2 L2 U L2 D L2 R2 F2 D F D R' B D L U' R2;2026-02-04 13:11:41;11.71
9797;9.31;;F' U2 L2 F2 U L2 U' R2 D R2 F2 U B D L B F' D' B' R' U;2026-02-04 13:12:10;9.31
9798;9.39;;U2 F' L2 B D2 L2 U2 L2 B' R2 F2 L' U2 L2 U' F' L B' L' R U;2026-02-04 13:12:28;9.39
9799;9.64;;D' R2 F L' B D L2 F' U2 D2 R D2 B2 U2 F2 R L D';2026-02-04 13:12:56;9.64
9800;9.43;;U2 F D2 F' D2 R2 B' D2 F' U2 F' D2 L D F' D2 F2 D2 L2 F' L;2026-02-04 13:13:19;9.43
9801;6.89;;B D B2 U B2 R2 D2 F2 U' B2 R2 U2 F' R2 B' U F2 R' F' L' R;2026-02-04 14:53:27;6.89
9802;11.54;;B2 U' F2 D' R2 B2 U' L2 U R2 F' U' L' D F' D' F R D;2026-02-04 14:53:42;11.54
9803;9.67;;R D2 F' L U2 L2 B U' R2 U2 L2 F2 R2 F D2 L2;2026-02-04 14:54:07;9.67
9804;9.50;;L2 F D' B2 D' U' F2 R2 U L2 U L2 U R' F D2 L B U2 B';2026-02-04 14:54:28;9.5
9805;9.41;;D F L B2 L' D2 U2 L' D2 L R' U2 B' R' F2 L' U' F D2;2026-02-04 14:54:45;9.41
9806;9.94;;R2 F L D R' U R' F2 R F D2 F' U2 R2 F2 L2 B' U2 F2 U2;2026-02-04 14:55:02;9.94
9807;9.75;;F L2 F2 L U2 B' R' D R2 U2 L' U2 L B2 L B2 L2 B2 U2 D;2026-02-04 14:55:22;9.75
9808;10.78;;F2 R2 D' U2 F2 L2 U' F2 U' B2 F' L' U' L' R U' B2 L D B';2026-02-04 14:55:40;10.78
9809;14.93;;R B2 D' L2 D2 R2 U F2 R2 U F2 D2 R' B' R F L' F' R2 B2;2026-02-04 14:55:59;14.93
9810;8.54;;B2 U' F2 R2 D' L2 U2 F2 U B D R2 B2 L' R U L' B R2;2026-02-04 14:56:25;8.54
9811;7.88;;B2 D' B R U B D F L2 B U2 F' R2 B U2 F U2 F2 D2 R B2;2026-02-04 14:56:42;7.88
9812;7.48;;F2 D' F2 U' F2 D2 L2 R2 F2 L2 R2 F' D L' R F2 D' B L' R U;2026-02-04 14:56:58;7.48
9813;10.27;;U2 F2 U2 L' D2 L' F2 L F2 D2 L2 U2 B' R2 U' B D U L F L';2026-02-04 14:57:16;10.27
9814;10.08;;B2 L D' R2 B R' B U' F' L2 B2 D2 R' D2 R F2 D2 L';2026-02-04 14:57:34;10.08
9815;8.38;;U2 R' D2 U2 R2 B2 L' R2 U2 F2 R' F D L' R' U R' B' F' R;2026-02-04 14:57:55;8.38
9816;10.75;;D2 B2 D2 U' R2 U' B2 D' B2 U2 R B2 U L F' L' R D' B' D';2026-02-04 14:58:11;10.75
9817;10.97;;R2 U' B2 U' F2 L2 U2 R2 U2 F2 L2 U' B L2 B' D2 F2 L R2 F2;2026-02-04 14:58:31;10.97
9818;11.12;;F2 R2 F D2 U2 B' D2 B' U2 F' L2 U2 D' F' R D U2 F U' L2 F2;2026-02-04 14:58:52;11.12
9819;11.33;;R2 D' R2 U' L2 D2 F2 U F2 R2 U F2 B U' F2 R' B L' R' D B2;2026-02-04 14:59:11;11.33
9820;11.76;;B' L2 B D2 R' U' B D' F D B2 U L2 D B2 D' F2 B2 R2 D2;2026-02-04 14:59:36;11.76
9821;8.88;;F D B' U' R B' D B' U R2 L' D2 F2 L F2 U2 D2 F2 L D2 B2;2026-02-04 15:00:52;8.88
9822;9.12;;D' B2 L2 D2 F2 R' U2 R' F2 L' F2 D2 L' F' U F L' D U2 L;2026-02-04 15:01:11;9.12
9823;10.52;;B2 L' B2 R' F2 L' R2 B2 L U2 F2 U2 F D R2 B' L F U L2 F';2026-02-04 15:01:28;10.52
9824;9.08;;F' U F2 L B2 U2 B2 U2 L' R2 F2 R D' B2 U2 L D' L R2;2026-02-04 15:01:48;9.08
9825;8.72;;B2 U2 L2 D F2 D' F2 U' L2 F2 L2 F2 B' U B' R2 U B U' R2;2026-02-04 15:02:05;8.72
9826;8.88;;B2 R' B U2 L' U2 B2 F2 L D2 R2 D2 B2 R U' F2 D' L' F D' B;2026-02-05 20:39:47;8.88
9827;10.01;;R' B2 U2 F2 L U2 R2 U2 R' B2 D2 L' D' B U' R2 D' R D' B' F;2026-02-05 20:40:09;10.01
9828;9.45;;B' L2 R2 U R2 F2 D' F2 D2 F2 U L2 F2 L U2 F' R D2 L' D B';2026-02-05 20:40:34;9.45
9829;10.96;;U2 L' B2 L U2 B2 L' F2 L2 B2 U2 L D' U' L B' U' L2 R' B' L';2026-02-05 20:40:54;10.96
9830;15.58;;F2 U2 B2 F' D2 B' R2 D2 U2 R2 F L' F' U B2 F' L' D' F R;2026-02-05 20:42:40;15.58
9831;10.07;;U F' R' L F' U' L D2 R2 B2 R2 F2 U' L2 U2 F2 L B;2026-02-05 20:45:17;10.07
9832;8.28;;F' L2 U2 R2 F R2 B L2 R2 U2 R' U2 B D' U F2 L2 D B;2026-02-05 20:45:38;8.28
9833;11.80;;U2 B' L U2 F U2 B2 F' R2 F' U2 R2 U2 D' F U2 F' R' D' U';2026-02-05 20:45:53;11.8
9834;7.28;;R U' R B D' L F' L2 U' D2 F U2 F B2 R2 D2 F2 D2 F' R2 U2;2026-02-05 20:46:22;7.28
9835;9.32;;L F2 U F2 L2 B2 L2 F2 R2 D2 L2 D' R' D' L' D' L' F U B';2026-02-05 20:46:40;9.32
9836;9.66;;B2 D2 L R2 U L2 D F2 U R2 U2 L2 U' R2 B F' L' F2 D' L' U';2026-02-05 20:46:58;9.66
9837;9.33;;F' D' B2 L' F2 D B2 L' U' F2 U2 D R2 L2 F2 R2 D' F2 R2;2026-02-05 20:47:19;9.33
9838;8.29;;R F U B2 D2 R2 F2 D2 R2 B2 D2 R2 B' R' D L2 R U2 B';2026-02-05 20:47:36;8.29
9839;9.79;;R' B2 R2 U' B2 R2 U' F2 R2 U2 L' R' B L' B' U B R F';2026-02-05 20:47:53;9.79
9840;9.43;;F' L D L B' L D2 L' D F2 R L2 F2 U2 R' U2 R F2 U2;2026-02-05 20:48:11;9.43
9841;8.57;;B2 D R2 U2 R2 U L2 F2 U L2 B2 D' L' F2 D R' U' F2 L F' U2;2026-02-05 20:48:30;8.57
9842;10.55;;F2 L2 U2 F2 U L2 D' R2 D2 R2 D' F' L2 R B2 D2 L' D2 B D;2026-02-05 20:48:46;10.55
9843;11.59;;L' U' L2 D' B2 L2 U' B2 U' L2 U B R' U' L2 B F' L F2 U2;2026-02-05 20:49:27;11.59
9844;8.40;;D' F2 D2 R' D2 L' D2 F2 R' F2 L2 U2 R D' L' F D B L2 U L';2026-02-05 20:49:47;8.4
9845;9.54;;D2 L2 R U2 L2 D R2 F2 U2 B2 F2 U F' R' B L B2 R F U';2026-02-05 20:50:02;9.54
9846;8.34;;U2 D' B U R D' B' D B' R2 U2 R2 U2 F2 U2 B L2 F L2 R B2;2026-02-05 20:50:24;8.34
9847;9.97;;R2 F' R2 U2 B' L2 F D2 F2 U2 F' U' R F' D' R2 U R' F2 L';2026-02-05 20:50:39;9.97
9848;11.00;;B2 D R2 F2 U2 L2 D2 F2 D2 F2 B R U2 R' F U2 B2 L F2;2026-02-05 20:51:01;11.0
9849;8.46;;U' F2 R2 B2 L D2 B U R L2 U2 L2 F' D2 F B2 U2 R2 U2;2026-02-05 20:51:22;8.46
9850;9.57;;U2 F' D2 L D2 U2 R D2 B2 L F2 R2 B2 D' R2 B R U B2 F;2026-02-05 20:52:35;9.57
9851;7.49;;B U' F2 L' D2 F U' L2 B2 L2 B2 D2 B' U2 R2 L2 F' R2 D2 U;2026-02-05 20:53:08;7.49
9852;9.11;;F2 L2 F2 L2 D' B2 D B2 U' B2 D R' D B' D L' U L' D F L2;2026-02-05 20:53:31;9.11
9853;7.89;;F' U2 B2 L' U2 D R' D2 B2 L2 F' L2 U2 L2 B' U2 L2 B U2 L U';2026-02-05 20:53:50;7.89
9854;12.55;;R U2 F2 R U2 R' B2 D2 L2 D2 L B2 D' B2 L2 U' B' L' R D' U';2026-02-05 20:54:08;12.55
9855;9.62;;F R' L F' L2 D' B U' F R2 B2 D2 R D2 R2 B2 R2 F2 L' D2 L;2026-02-05 20:54:56;9.62
9856;8.11;;D' L2 U' R2 B2 L2 U R2 B2 D' L F2 R2 F' L2 U' F2 D' U' R;2026-02-06 14:16:52;8.11
9857;11.60;;U B R2 U2 L2 B2 U2 B' D2 U2 B R2 L' U R D B U F' L;2026-02-06 14:17:37;11.6
9858;9.35;;F2 U F2 U D2 B L' F2 R D2 F2 U B2 U F2 U' B2 R2 D B2 L2;2026-02-06 14:17:56;9.35
9859;7.58;;L' U B2 D2 L' R' B2 L2 R' F2 D2 F2 D L' B' D2 U' R F2;2026-02-06 14:18:43;7.58
9860;10.81;;D B' R' U2 L B2 R2 B2 D2 R D2 U2 B2 R' D' B' L U' B U2 R';2026-02-06 14:19:22;10.81
9861;8.92;;U' L' D L U R D' F U F2 L2 D F2 L2 D' F2 R2 U2 L2 D2 R;2026-02-06 14:19:46;8.92
9862;10.00;;U2 B F2 D2 F2 L2 R2 D2 U F2 U' L2 F U' F D' L' D' L2 D';2026-02-06 14:20:08;10.0
9863;9.22;;B' R2 L U2 R D' B L' U2 B2 U' L2 F2 R2 D2 B2 U L2 B;2026-02-06 14:20:26;9.22
9864;8.34;;D2 R2 B' D2 B U2 L2 U2 B' U2 F' D' L2 U' B D' L R' D R;2026-02-06 14:20:44;8.34
9865;12.48;;U B' R2 U2 R2 B2 D2 R2 B2 U R2 U2 B2 F2 L D' R2 B' F' D' U;2026-02-06 14:21:02;12.48
9866;8.35;;B2 F R2 D B2 D2 R2 U' F2 D2 U' F' U2 L2 R B2 L2 D' U2 L';2026-02-06 14:21:28;8.35
9867;10.04;;R2 B2 D2 U B2 L2 D2 R2 U F2 B U' B U2 B L' U L2 F2 R;2026-02-06 14:21:56;10.04
9868;9.33;;R F D' F R2 F2 R2 F' L2 R2 D2 F' L2 F2 L' U2 B L U B' R2;2026-02-06 14:22:13;9.33
9869;8.75;;B' U' R D2 F' R2 F2 L2 F L2 D2 L2 U2 F' U B' L R F U;2026-02-06 14:22:35;8.75
9870;9.48;;D' R2 B' U2 F R2 B R2 D2 L2 U2 F2 L' U' L' U2 L' D B R U';2026-02-06 14:22:55;9.48
9871;12.80;;B' U' R2 D2 B D L' F D' R2 D' B2 D2 R2 U' L2 B2 D2 F' B2;2026-02-06 14:23:21;12.8
9872;7.11;;U' F' D2 L2 B2 D L2 D' F2 L2 R2 U' F2 U B D' L B2 R U R;2026-02-06 14:24:02;7.11
9873;11.56;;L B' U2 F U2 L2 B' R2 F R2 F D F' U' F2 L B D' R;2026-02-06 14:24:17;11.56
9874;8.49;;B R' D' L' D F' R' D2 L2 D2 B2 U B2 D F2 U2 B2 R' B;2026-02-06 14:24:41;8.49
9875;8.86;;F D2 B2 L2 B2 U F2 U2 B2 U F L' U' B' R' D R' U2 R';2026-02-06 14:25:00;8.86
9876;10.82;;U2 F' L2 B' D2 B D2 F L2 F D2 B L D R U' B R D R2 F2;2026-02-06 14:25:20;10.82
9877;9.57;;D2 R2 U R2 U2 B2 D' U2 L2 F2 D' B R F D F2 R' B F' L;2026-02-06 14:25:42;9.57
9878;10.08;;U' F' U2 F2 L' R' D2 B2 R' D2 F2 R' B2 U F L D2 B2 U' B2;2026-02-06 14:26:01;10.08
9879;9.16;;B L2 R2 D2 R2 B2 F' D2 B2 D2 F' L U' R2 F U' L2 F2 R F;2026-02-06 14:26:28;9.16
9880;10.74;;B' R2 B' U2 R2 U2 L2 F' D2 F R2 D' U L' B D' B2 D' U' R;2026-02-06 14:26:56;10.74
9881;9.07;;F2 D R2 B2 U L2 U' L2 R2 B2 D' R F' L' U F' D2 F D' R2 D;2026-02-06 14:27:20;9.07
9882;9.64;;L' B' D' F2 D F2 L2 D' L2 U F2 U' L2 B L U2 R' B' U L';2026-02-06 14:27:37;9.64
9883;10.55;;U2 L' F2 R B2 U2 R' B2 L2 B2 U2 F' D' B2 U F2 L' B' D F' L';2026-02-06 14:28:00;10.55
9884;7.99;;B2 D2 F L2 R2 F' D2 B' U2 L2 F R2 U B D2 U L D L2 R2 U';2026-02-06 14:28:23;7.99
9885;9.32;;L2 D U L2 B2 D L2 B2 U' B2 U' R2 B D' B' U' R' F' D' B' R';2026-02-06 14:28:38;9.32
9886;7.31;;D2 F' D2 F' L2 B U2 F' D2 F2 R2 D L2 D2 B F2 L R2 B;2026-02-06 14:29:05;7.31
9887;11.16;;U2 B2 U L D R' L' F U F2 R2 U2 F2 L B2 D2 R' U2 D2;2026-02-06 14:29:25;11.16
9888;8.58;;L U2 L' U2 R' D2 R2 F2 U2 R2 D R2 U' B U' R2 D' B;2026-02-06 14:29:52;8.58
9889;9.59;;U' L' F2 R2 F2 D F D' R U' B2 D R2 D L2 U R2 U2 L2 B2;2026-02-06 14:30:13;9.59
9890;9.44;;R D B2 L2 F2 L2 F2 U' B2 U R2 D B' L R2 F2 R D U B2;2026-02-06 14:30:38;9.44
9891;8.57;;B D B2 L B' R2 D U2 R F2 R' U2 F2 L' B2 R2 U2 R B L2;2026-02-06 14:31:01;8.57
9892;9.08;;D2 R F2 L' B2 R' B2 D2 R2 U2 L U B' L2 F R2 F2 R' F' L' D';2026-02-06 14:31:34;9.08
9893;7.79;;D' F R2 L F2 R B' D2 R U2 F2 D B2 R2 D2 B2 D' B2 L2;2026-02-06 14:31:56;7.79
9894;11.23;;U2 B L2 B' R2 B R2 F' R2 F R2 U' F' D' B' R2 D R F D';2026-02-06 14:32:17;11.23
9895;8.08;;D' F U2 B D2 F2 R2 F U2 L2 F' R2 U' L' F' D' B F R' F;2026-02-06 14:32:46;8.08
9896;10.69;;D' F2 U2 F2 L2 D' F2 U F2 D2 L U B' D U L D2 B2 R2 U2;2026-02-06 14:33:03;10.69
9897;10.99;;R2 B R2 D2 B L' D' R B R' B2 U2 R2 L' D2 F2 U2 B2 R' D2;2026-02-06 14:33:32;10.99
9898;8.06;;U B' D L2 B' U2 R L' B' F2 D' F2 R2 F2 D' L2 B2 U R2 D2 F2;2026-02-06 14:33:54;8.06
9899;9.87;;F' L' D R F' D2 R' F U2 F' D2 R2 D2 B U2 F U2 R2 F' L' U';2026-02-06 14:34:11;9.87
9900;9.64;;R2 F D2 L2 D B2 R2 D B2 L2 F2 R2 L U F U R2 U2 L' F2;2026-02-06 14:34:33;9.64
9901;9.35;;U2 B2 U' B2 D R2 U B2 L2 B2 U2 R2 B D F2 D L' R' F' D' R;2026-02-06 14:35:42;9.35
9902;8.02;;B' D2 F' U2 F U2 L2 B' U2 F' U2 L2 D' U L' U2 B L2 U R B';2026-02-06 14:36:03;8.02
9903;8.04;;F' U2 F D2 B2 R2 F U2 B' U2 F2 L' B D U2 L F' R' U;2026-02-06 14:36:25;8.04
9904;9.45;;L' U2 F2 D' L2 U' L2 U2 F2 U2 F2 B' U L' U' F' R2 D B2;2026-02-06 14:36:42;9.45
9905;11.22;;L2 B2 D2 L2 B2 L' D2 L' R2 U2 F2 D2 F' L2 R B D F2 U B' R';2026-02-06 14:37:12;11.22
9906;11.52;;F2 D L2 F2 U F2 R2 D' U' F2 U B U2 R' D2 U' L' D2 B2 U2;2026-02-06 14:38:18;11.52
9907;9.18;;B2 F2 D' L2 R2 D2 F2 D L2 U' B' L' B2 R' F L' D2 B U' B';2026-02-06 14:38:42;9.18
9908;11.09;;D2 R F2 L D2 R' F2 L2 R' B2 D2 F2 D F' L B2 F2 L' U F' L';2026-02-06 14:39:05;11.09
9909;8.94;;D' B2 L2 D L2 D R2 F2 U' B2 D F2 R' U R B' L' D' U' F' U;2026-02-06 14:39:48;8.94
9910;10.47;;D B2 D L2 F2 U2 F2 D2 U' B R' B2 L' R' F' L2 U F2 L2;2026-02-06 14:40:07;10.47
9911;12.20;;R2 U L F2 U2 L2 B2 D R2 U F2 D2 B2 R B U2 L B2 F D2;2026-02-06 14:41:34;12.2
9912;10.53;;L2 R2 B2 D' R2 U' F2 R2 D' F2 B' U2 L2 R U' F' R' D2 B D';2026-02-06 14:41:57;10.53
9913;10.26;;L U F2 L2 F D2 B R2 D2 B2 D2 B D2 R2 U L' D2 U' F L' D;2026-02-06 14:42:26;10.26
9914;8.84;;L' D' L U' L' U' B2 R B2 D2 L2 F' L2 B D2 R2 B U2 L2 U;2026-02-06 14:42:45;8.84
9915;8.93;;B' U' R2 U R2 B2 U B2 L2 R2 U' F' R D L' R2 B2 F D L2;2026-02-06 14:43:01;8.93
9916;11.80;;B R2 L2 B' U' F2 L' R2 F2 L2 F' U2 R2 F' L2 F U2 B R U';2026-02-06 14:43:25;11.8
9917;9.27;;F2 L U' F' R D B' U' F D2 L' F2 B2 D2 L2 D2 R' B2 D2 R';2026-02-06 14:43:50;9.27
9918;9.52;;L' B D2 B2 U2 F R2 F L2 F U2 L' B2 D U' B2 R' D U';2026-02-06 14:44:10;9.52
9919;11.56;;R D2 B2 R' D2 R B2 R F2 R' D' R2 B2 U2 F D2 R B' D' R';2026-02-06 14:44:31;11.56
9920;8.10;;R2 U2 R' B2 L' F2 L' B2 R2 D' B D2 U L2 F D' R' F';2026-02-06 14:45:10;8.1
9921;9.79;;R L2 F B' R' L2 F D' L2 B U2 F U2 R2 F2 R2 U2 B' D2 B;2026-02-06 14:45:26;9.79
9922;8.45;;B2 D2 L2 D2 B L2 D2 F' U2 F2 L U' R B2 R B' F2 R' D' F2;2026-02-06 14:45:50;8.45
9923;8.85;;B2 U2 R2 F2 D' U2 R2 B2 D' F2 U' R U2 F L2 B F U2 L2;2026-02-06 14:46:07;8.85
9924;7.93;;F R' D L2 D L2 U' F2 D2 B2 F2 R2 F L U' L2 R2 B U' F2;2026-02-06 14:46:29;7.93
9925;8.24;;D' B2 L2 D' F2 L2 U B2 L2 D R2 D2 F' R U2 F2 U F' D' L2 R;2026-02-06 14:46:47;8.24
9926;9.11;;B U F' R' B2 D F R2 D F2 L2 U R2 B2 R2 F2 D' R2 B' L';2026-02-06 14:51:26;9.11
9927;9.02;;B R' B D2 B' L2 B U2 F U2 R2 D2 F2 U' B2 F2 D B' D2 L' B2;2026-02-06 14:52:06;9.02
9928;9.17;;B2 R2 D F2 L2 U B2 L2 D B2 D2 L' R' D' B R D2 F' D B;2026-02-06 14:52:34;9.17
9929;13.39;;B U2 F' L2 F' R2 U2 B R2 D2 U2 F' D' B U' F2 L' B D F;2026-02-06 14:57:11;13.39
9930;8.45;;D2 R2 B2 U L2 F2 U L2 U' R2 F2 D R D R F' R2 U2 L F' R2;2026-02-06 14:57:42;8.45
9931;8.64;;R' B L' U D2 L2 B2 D' L2 B2 L2 B R2 F L2 U2 F L2 F' L2;2026-02-06 17:17:38;8.64
9932;8.44;;R2 F' R2 B D2 B2 L2 F' L2 D2 L2 B L' F' R' U L2 D2 F2 U' R2;2026-02-06 17:18:01;8.44
9933;9.89;;B' R2 U2 B' L2 B' U2 B L2 B' L2 F2 L' U2 R U' B F' L' D;2026-02-06 17:18:22;9.89
9934;9.71;;U F R B L2 U' L2 F2 L2 D F2 D F2 D R B L2 U' F' U' L;2026-02-06 17:18:56;9.71
9935;10.37;;F' U' F B' R' F L U2 R' B L2 F' U2 L2 B' R2 F' U2 F2 R2;2026-02-06 17:19:18;10.37
9936;8.28;;L B R' D R U' L' B' U' L2 D R2 D' R2 F2 B2 U B2 D L2;2026-02-06 17:20:11;8.28
9937;10.16;;D' F' R' U2 R' D2 R' U2 L' B2 R B2 R2 F' L' B D R D2 U;2026-02-06 17:20:45;10.16
9938;8.63;;D2 B' D2 R2 D' R2 B2 F2 U' B2 U R2 D R' U' F' U' R U R B;2026-02-06 17:21:06;8.63
9939;11.12;;F' U' R2 D2 L2 B L2 B2 L2 D2 B2 U2 R D' L' B2 L' D' F;2026-02-06 17:21:28;11.12
9940;10.53;;F R F2 U B2 D2 U' B2 L2 F2 U' B2 D2 F U2 F' D L' B L2;2026-02-06 17:21:49;10.53
9941;9.25;;F2 U2 D' L B U2 R' F2 D2 F R2 F L2 U2 F B L2 U2 F' R U;2026-02-06 17:22:14;9.25
9942;10.52;;U2 B2 D' L2 D' U F2 L2 U' R2 B2 R' D' L2 D2 B U' B2 R2;2026-02-06 17:22:34;10.52
9943;9.73;;R D2 F' L2 F D' L' D2 F2 L2 U2 D2 B L2 U2 B L2 F' R U;2026-02-06 17:24:29;9.73
9944;8.55;;F D' B2 R2 D' R2 B2 L2 D' L2 U' L2 R F2 D B' U2 L2 U';2026-02-06 17:26:35;8.55
9945;8.73;;D' F U' R2 F' L' D' R' F2 U2 F2 B2 R' U2 L B2 L' U2 F2;2026-02-06 17:27:01;8.73
9946;8.55;;U2 R2 D L' B L' U D2 R B2 R L2 B2 L F2 D2 F2 U2 R F' D2;2026-02-06 17:27:25;8.55
9947;9.77;;L U2 F2 L2 B2 L2 U' L2 D' F2 R2 B F' R B D2 U' F2 L2 F';2026-02-06 17:27:46;9.77
9948;9.94;;F2 U' L2 D B2 F2 L2 U B2 D' F2 U' F L' D B F' R' F R';2026-02-06 17:28:08;9.94
9949;9.06;;R D' L2 R2 D' L2 F2 U' F2 U2 L2 R2 F' U L' F' D' F' U2 F' U';2026-02-06 17:28:31;9.06
9950;10.40;;U2 L2 F2 U2 F2 R2 F2 U F2 D B2 F' D L U' L2 B2 F' L F' L2;2026-02-06 17:28:50;10.4
9951;10.45;;U2 L2 B L2 B' D2 F2 R2 B2 L2 U' F2 L F' U' B D' F D2;2026-02-06 17:29:42;10.45
9952;7.82;;B2 R2 B2 U' L2 U' B2 D L B L2 U F L2 F L' D2 U2;2026-02-06 17:30:06;7.82
9953;9.46;;B' D' R2 L' U' L U2 B' U' B2 D2 R F2 B2 R F2 B2 R B2 L2 F2;2026-02-06 17:30:25;9.46
9954;8.36;;R2 B L2 D2 L' B2 R' B2 L2 U2 B2 U2 L' D B L F L2 R B2 U;2026-02-06 17:30:57;8.36
9955;10.90;;L' B2 L' F2 R2 B2 D2 B2 F2 R2 D2 U' R' U L' D' U2 B F2 L';2026-02-06 17:31:16;10.9
9956;9.92;;D2 R2 F B2 L B R' D' R' D2 L U2 L' F2 B2 D2 R D2 B2 L;2026-02-06 17:31:38;9.92
9957;10.56+;;U D' B R B D2 F R B2 U2 L2 B2 D2 R2 F' D2 B' R2 F R;2026-02-06 17:32:00;8.56
9958;10.56;;U' R2 U2 F D2 B' D R' F2 U2 L2 F U2 L2 F' B R2 U2 F2 R;2026-02-06 17:32:58;10.56
9959;13.34;;R' F2 R2 U' F2 U2 F2 U' F2 U2 L2 R D B D' U' F R U L';2026-02-06 17:33:17;13.34
9960;11.76+;;B R' L2 F2 D2 B2 U' L2 U' R2 D' B2 F' U2 L B2 U' L' R D;2026-02-06 17:33:42;9.76
9961;11.93;;F' R2 U' F D L2 D B2 L U2 R U2 B2 R2 U2 R' U' D2;2026-02-06 17:34:04;11.93
9962;11.44;;R2 D L' B2 R' F2 R B2 R' D2 L2 D2 L2 U' B' R B U' B' F;2026-02-06 17:34:28;11.44
9963;9.79;;D R2 F2 D2 R2 U L2 D' B2 U2 B' U R2 U B2 F' D' R' U' L;2026-02-06 17:34:52;9.79
9964;8.66;;R' F2 R F' L2 F2 L2 B2 D2 F R2 B R2 F' L' F2 R D B' F U;2026-02-06 17:35:43;8.66
9965;8.87;;R' F2 R2 F2 D' L2 D' R2 F2 L2 U' F D L' R U' R' U B' R;2026-02-06 17:36:45;8.87
9966;9.32;;U2 B2 U' L2 U' F2 D' R2 U2 L B U B2 R B2 U2 B F R2;2026-02-06 17:37:05;9.32
9967;8.01;;B' L2 D2 L F2 U2 L' U2 L U2 R' D2 F' U' B' L' U2 R' U B;2026-02-06 17:37:26;8.01
9968;10.54;;F' L' B2 D2 F R2 B' U2 B L2 F2 U2 F' D2 U L R2 U' L D U';2026-02-06 17:37:45;10.54
9969;10.74;;B' D' B2 D' L2 D R2 D' L2 F2 U L' D' F' U L' F2 R' F R';2026-02-06 17:38:19;10.74
9970;8.81;;B R U2 B' R2 U2 B' L' D F U2 F2 R2 D2 F2 L2 D2 F D2 F2;2026-02-06 17:38:41;8.81
9971;7.45;;F2 L2 D2 F' U2 B' U2 F2 L2 B R2 D2 L B R' U' L2 F' D U R;2026-02-06 17:39:30;7.45
9972;7.69;;U L2 U B2 L2 F2 U' R2 B2 U L' F' D U' R2 B L2 U;2026-02-06 17:39:49;7.69
9973;11.37;;L' U2 B' D2 F D2 B' U2 B2 F' D2 F2 D2 L' R2 F' R' U' L F L;2026-02-06 17:40:17;11.37
9974;7.86;;R' U2 R' B2 L D2 B2 R U2 B2 D2 R F' U' B L2 B2 R' U' L2 R2;2026-02-06 17:40:44;7.86
9975;10.34;;B2 L' U F2 L2 D R2 D' U2 L2 F2 U' B2 L D' U B' D R' D2;2026-02-06 17:41:09;10.34
9976;9.95;;B D2 U2 L2 F D2 B2 L2 D2 F R2 U2 L' B F2 D' B R' F U2 L;2026-02-06 17:41:44;9.95
9977;9.97;;B2 D2 U2 F2 R B2 R2 B2 R' D2 B D2 U2 F L D B' F2 R2;2026-02-06 17:42:05;9.97
9978;9.22;;L F' D2 L U2 R F2 R' U2 L U2 L U2 F2 U' B F' D B2 L' F2;2026-02-06 17:42:24;9.22
9979;9.51;;L' B R' F2 L' D2 R' D2 B2 R D2 B' R F U' B2 L2 B2;2026-02-06 17:42:48;9.51
9980;11.76;;R2 D' U2 L' B2 L D2 L' D2 R U2 R B2 D R F U F2 R F2;2026-02-06 17:43:12;11.76
9981;8.63;;R2 B' U2 B2 L2 U L2 U' L2 D2 B2 L2 F' U' B D' L D2 B' U';2026-02-06 17:43:35;8.63
9982;8.42;;F' D L F' R' D2 L U R2 L2 F R2 D2 F D2 R2 L2 B L;2026-02-06 17:44:00;8.42
9983;9.92;;B2 D2 R' B2 U2 B2 L U2 R' D2 F2 R' B' R2 U' B R D L' F' R2;2026-02-06 17:44:19;9.92
